Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Signal Transduction	CXCR5	0.059693268	-0.007340902
Signal Transduction	CXXC5	0.107672694	-0.007340902
Signal Transduction	CYBA	0.087139311	-0.007340902
Signal Transduction	CYBB	0.061245672	-0.007340902
Signal Transduction	CYLD	0.110748223	-0.007340902
Signal Transduction	DCAF8	0.068062853	-0.007340902
Signal Transduction	DCP2	0.082755761	-0.007340902
Signal Transduction	DNM2	0.119890155	-0.007340902
Signal Transduction	DNMT1	0.132833496	-0.007340902
Signal Transduction	DOCK2	0.119205802	-0.007340902
Signal Transduction	DUSP10	0.087469727	-0.007340902
Signal Transduction	DUSP4	0.205599015	-0.007340902
Signal Transduction	DUSP5	0.110472899	-0.007340902
Signal Transduction	DVL3	0.053983696	-0.007340902
Signal Transduction	EBI3	0.206529855	-0.007340902
Signal Transduction	ECT2	0.078411186	-0.007340902
Signal Transduction	EED	0.092150546	-0.007340902
Signal Transduction	EEF1E1	0.093309051	-0.007340902
Signal Transduction	EIF2AK2	0.077150903	-0.007340902
Signal Transduction	EIF2AK4	0.128686633	-0.007340902
Signal Transduction	EIF4EBP1	0.128310994	-0.007340902
Signal Transduction	ELF1	0.057000545	-0.007340902
Signal Transduction	ELMO1	0.12005442	-0.007340902
Signal Transduction	ENG	0.050831569	-0.007340902
Signal Transduction	ENTPD1	0.220717405	-0.007340902
Signal Transduction	EPS15	0.071325475	-0.007340902
Signal Transduction	ERBIN	0.083408564	-0.007340902
Signal Transduction	ERC1	0.102945054	-0.007340902
Signal Transduction	ERH	0.144080127	-0.007340902
Signal Transduction	ESD	0.10696308	-0.007340902
Signal Transduction	ESR1	0.064890016	-0.007340902
Signal Transduction	ETS1	0.103459234	-0.007340902
Signal Transduction	EWSR1	0.068364281	-0.007340902
Signal Transduction	EYA3	0.064215241	-0.007340902
Signal Transduction	EZH2	0.161245169	-0.007340902
Signal Transduction	EZR	0.126932596	-0.007340902
Signal Transduction	FAS	0.07572416	-0.007340902
Signal Transduction	FBXO11	0.087629221	-0.007340902
Signal Transduction	FKBP8	0.095619039	-0.007340902
Signal Transduction	FLNA	0.179382808	-0.007340902
Signal Transduction	FMNL1	0.101996005	-0.007340902
Signal Transduction	FMR1	0.052794325	-0.007340902
Signal Transduction	FNBP1	0.133274125	-0.007340902
Signal Transduction	FNDC3A	0.055929893	-0.007340902
Signal Transduction	FNIP1	0.081494355	-0.007340902
Signal Transduction	FOXK1	0.071484936	-0.007340902
Signal Transduction	FOXO1	0.100621687	-0.007340902
Signal Transduction	FRYL	0.108225412	-0.007340902
Signal Transduction	FXR1	0.102689246	-0.007340902
Signal Transduction	FYN	0.084816147	-0.007340902
Signal Transduction	GAB2	0.052141884	-0.007340902
Signal Transduction	GABPB1	0.081180574	-0.007340902
Signal Transduction	GADD45A	0.085014815	-0.007340902
Signal Transduction	GAS7	0.079666497	-0.007340902
Signal Transduction	GATAD2A	0.069820189	-0.007340902
Signal Transduction	GCH1	0.045750738	-0.007340902
Signal Transduction	GID8	0.081081591	-0.007340902
Signal Transduction	GINM1	0.050620284	-0.007340902
Signal Transduction	GLRX	0.050156178	-0.007340902
Signal Transduction	GNA13	0.087282209	-0.007340902
Signal Transduction	GNAI2	0.187836129	-0.007340902
Signal Transduction	GNAI3	0.119632884	-0.007340902
Signal Transduction	GNB1	0.150412186	-0.007340902
Signal Transduction	GNB2	0.169148806	-0.007340902
Signal Transduction	GOLGA4	0.080923514	-0.007340902
Signal Transduction	GOLGB1	0.100737191	-0.007340902
Signal Transduction	GPR183	0.059728775	-0.007340902
Signal Transduction	GRB2	0.127066667	-0.007340902
Signal Transduction	GRN	0.195662364	-0.007340902
Signal Transduction	GSK3A	0.058298404	-0.007340902
Signal Transduction	GSK3B	0.096643205	-0.007340902
Signal Transduction	GSN	0.077838564	-0.007340902
Signal Transduction	GTF2I	0.129311308	-0.007340902
Signal Transduction	HCFC1	0.106530186	-0.007340902
Signal Transduction	HDAC2	0.095383437	-0.007340902
Signal Transduction	HERC6	0.010429923	-0.007340902
Signal Transduction	HNRNPUL2	0.157793718	-0.007340902
Signal Transduction	HOOK3	0.115739967	-0.007340902
Signal Transduction	HPRT1	0.129254716	-0.007340902
Signal Transduction	IGFBP4	0.094175064	-0.007340902
Signal Transduction	IKZF1	0.114252497	-0.007340902
Signal Transduction	IKZF3	0.084339236	-0.007340902
Signal Transduction	IQGAP1	0.163322524	-0.007340902
Signal Transduction	IQGAP3	0.067960988	-0.007340902
Signal Transduction	IRF4	0.16398374	-0.007340902
Signal Transduction	ITGB3BP	0.061907104	-0.007340902
Signal Transduction	ITM2B	0.145317779	-0.007340902
Signal Transduction	ITSN2	0.144783719	-0.007340902
Signal Transduction	JAK2	0.129916832	-0.007340902
Signal Transduction	JMJD1C	0.070945303	-0.007340902
Signal Transduction	JUN	0.122774171	-0.007340902
Signal Transduction	JUNB	0.083072153	-0.007340902
Signal Transduction	KDM1A	0.082641226	-0.007340902
Signal Transduction	KDM4B	0.084731115	-0.007340902
Signal Transduction	KDM5A	0.120025064	-0.007340902
Signal Transduction	KDM5B	0.067986842	-0.007340902
Signal Transduction	KHDRBS1	0.15023755	-0.007340902
Signal Transduction	KIF14	0.067420344	-0.007340902
Signal Transduction	KIF23	0.096132767	-0.007340902
Signal Transduction	KIF5B	0.113146187	-0.007340902
Signal Transduction	KLF12	0.057584701	-0.007340902
Signal Transduction	KMT5B	0.054064797	-0.007340902
Signal Transduction	KRAS	0.166332693	-0.007340902
Signal Transduction	LAMTOR1	0.155509736	-0.007340902
Signal Transduction	LAMTOR2	0.123838247	-0.007340902
Signal Transduction	LAMTOR3	0.105374232	-0.007340902
Signal Transduction	LAMTOR4	0.115554313	-0.007340902
Signal Transduction	LAMTOR5	0.152354053	-0.007340902
Signal Transduction	LATS2	0.01073845	-0.007340902
Signal Transduction	LCP2	0.004976227	-0.007340902
Signal Transduction	LDLRAD4	0.06942987	-0.007340902
Signal Transduction	LITAF	0.206867476	-0.007340902
Signal Transduction	LRRK2	0.15819748	-0.007340902
Signal Transduction	LSP1	0.182847991	-0.007340902
Signal Transduction	LYN	0.123548891	-0.007340902
Signal Transduction	MAEA	0.069436391	-0.007340902
Signal Transduction	MAML2	0.12367522	-0.007340902
Signal Transduction	MAP2K1	0.081510013	-0.007340902
Signal Transduction	MAP2K2	0.17626727	-0.007340902
Signal Transduction	MAP2K5	0.059079225	-0.007340902
Signal Transduction	MAP3K1	0.080386965	-0.007340902
Signal Transduction	MAP4K2	0.06623214	-0.007340902
Signal Transduction	MAP4K3	0.081056962	-0.007340902
Signal Transduction	MAP4K5	0.058865875	-0.007340902
Signal Transduction	MAPK1	0.109758583	-0.007340902
Signal Transduction	MAPK14	0.074168296	-0.007340902
Signal Transduction	MAPK9	0.057525279	-0.007340902
Signal Transduction	MAPKAP1	0.121180209	-0.007340902
Signal Transduction	MAPRE1	0.11549482	-0.007340902
Signal Transduction	MARCKS	0.240559153	-0.007340902
Signal Transduction	MARK3	0.081712711	-0.007340902
Signal Transduction	MBD2	0.136302466	-0.007340902
Signal Transduction	MBD3	0.054697504	-0.007340902
Signal Transduction	MBNL1	0.084182235	-0.007340902
Signal Transduction	MDM2	0.217182353	-0.007340902
Signal Transduction	MEF2A	0.140081799	-0.007340902
Signal Transduction	MEF2D	0.058679286	-0.007340902
Signal Transduction	MEX3C	0.052385925	-0.007340902
Signal Transduction	MFN1	0.063701527	-0.007340902
Signal Transduction	MKLN1	0.082010225	-0.007340902
Signal Transduction	MLST8	0.093741519	-0.007340902
Signal Transduction	MOB1A	0.103360697	-0.007340902
Signal Transduction	MOB3A	0.065878667	-0.007340902
Signal Transduction	MORC3	0.061055136	-0.007340902
Signal Transduction	MORF4L2	0.083807455	-0.007340902
Signal Transduction	MPZL1	0.053496417	-0.007340902
Signal Transduction	MSN	0.137523681	-0.007340902
Signal Transduction	MTA1	0.084149075	-0.007340902
Signal Transduction	MTA2	0.133610656	-0.007340902
Signal Transduction	MTA3	0.051316158	-0.007340902
Signal Transduction	MTF2	0.11211432	-0.007340902
Signal Transduction	MTOR	0.070662073	-0.007340902
Signal Transduction	MTPN	0.151691123	-0.007340902
Signal Transduction	MYB	0.052519	-0.007340902
Signal Transduction	MYCBP	0.072698853	-0.007340902
Signal Transduction	MYH10	0.094260915	-0.007340902
Signal Transduction	MYH9	0.168057057	-0.007340902
Signal Transduction	MYL12A	0.098144965	-0.007340902
Signal Transduction	MYL6	0.112766474	-0.007340902
Signal Transduction	MYL6B	0.089030438	-0.007340902
Signal Transduction	MYO1C	0.081470498	-0.007340902
Signal Transduction	NAA20	0.113880008	-0.007340902
Signal Transduction	NAB2	0.05495951	-0.007340902
Signal Transduction	NAMPT	0.05245725	-0.007340902
Signal Transduction	NCF1	0.197106994	-0.007340902
Signal Transduction	NCF2	0.11918671	-0.007340902
Signal Transduction	NCK2	0.113025506	-0.007340902
Signal Transduction	NCOA7	0.075654712	-0.007340902
Signal Transduction	NFATC2	0.0789419	-0.007340902
Signal Transduction	NFATC3	0.088177045	-0.007340902
Signal Transduction	NFE2L2	0.124006963	-0.007340902
Signal Transduction	NFIC	0.067707604	-0.007340902
Signal Transduction	NKTR	0.076809613	-0.007340902
Signal Transduction	NOTCH2	0.13640093	-0.007340902
Signal Transduction	NQO1	0.23311216	-0.007340902
Signal Transduction	NR3C1	0.132574933	-0.007340902
Signal Transduction	NR4A3	0.051550658	-0.007340902
Signal Transduction	NRAS	0.083263951	-0.007340902
Signal Transduction	OAS3	0.096272686	-0.007340902
Signal Transduction	OGT	0.100266257	-0.007340902
Signal Transduction	OTULIN	0.088545047	-0.007340902
Signal Transduction	PAK1	0.128197154	-0.007340902
Signal Transduction	PAN3	0.078850823	-0.007340902
Signal Transduction	PAX5	0.076612204	-0.007340902
Signal Transduction	PCF11	0.053767544	-0.007340902
Signal Transduction	PDE3B	0.05422338	-0.007340902
Signal Transduction	PDE4B	0.105881504	-0.007340902
Signal Transduction	PEA15	0.103472354	-0.007340902
Signal Transduction	PEBP1	0.183903108	-0.007340902
Signal Transduction	PHF21A	0.067210735	-0.007340902
Signal Transduction	PHF3	0.129329677	-0.007340902
Signal Transduction	PI4KA	0.052262877	-0.007340902
Signal Transduction	PIAS1	0.113524407	-0.007340902
Signal Transduction	PICALM	0.103658853	-0.007340902
Signal Transduction	PIK3CA	0.051058631	-0.007340902
Signal Transduction	PIK3CB	0.05236809	-0.007340902
Signal Transduction	PIK3CD	0.115831038	-0.007340902
Signal Transduction	PIK3CG	0.100621165	-0.007340902
Signal Transduction	PIK3R1	0.086073208	-0.007340902
Signal Transduction	PIK3R5	0.100585803	-0.007340902
Signal Transduction	PKN2	0.090722962	-0.007340902
Signal Transduction	PLEK	0.111248449	-0.007340902
Signal Transduction	PLGRKT	0.052215357	-0.007340902
Signal Transduction	PPFIBP1	0.06585317	-0.007340902
Signal Transduction	PPM1B	0.072514102	-0.007340902
Signal Transduction	PPM1D	0.090193193	-0.007340902
Signal Transduction	PPP1CA	0.149758519	-0.007340902
Signal Transduction	PPP1R12A	0.082592499	-0.007340902
Signal Transduction	PPP3CA	0.075566036	-0.007340902
Signal Transduction	PPP3R1	0.075991494	-0.007340902
Signal Transduction	PRC1	0.119156076	-0.007340902
Signal Transduction	PREX1	0.112910639	-0.007340902
Signal Transduction	PRKCD	0.118830724	-0.007340902
Signal Transduction	PRPS1	0.074647677	-0.007340902
Signal Transduction	PSEN1	0.053249815	-0.007340902
Signal Transduction	PSIP1	0.219902905	-0.007340902
Signal Transduction	PTBP1	0.103836152	-0.007340902
Signal Transduction	PTEN	0.101042036	-0.007340902
Signal Transduction	PTGER4	0.100665511	-0.007340902
Signal Transduction	PTK2B	0.16027065	-0.007340902
Signal Transduction	PTPN1	0.139138736	-0.007340902
Signal Transduction	PTPN11	0.10190368	-0.007340902
Signal Transduction	PTPN12	0.058839666	-0.007340902
Signal Transduction	PTPN2	0.078487592	-0.007340902
Signal Transduction	PTPN7	0.061195068	-0.007340902
Signal Transduction	PTPRJ	0.076719459	-0.007340902
Signal Transduction	PTTG1	0.185915979	-0.007340902
Signal Transduction	PUM1	0.122624074	-0.007340902
Signal Transduction	PUM2	0.093120015	-0.007340902
Signal Transduction	QKI	0.057039184	-0.007340902
Signal Transduction	RAC1	0.157873512	-0.007340902
Signal Transduction	RAC2	0.1460512	-0.007340902
Signal Transduction	RACGAP1	0.123667613	-0.007340902
Signal Transduction	RACK1	0.059899026	-0.007340902
Signal Transduction	RALBP1	0.081308523	-0.007340902
Signal Transduction	RANBP2	0.099700701	-0.007340902
Signal Transduction	RANBP9	0.069009387	-0.007340902
Signal Transduction	RAP1A	0.08707429	-0.007340902
Signal Transduction	RAP1B	0.149877526	-0.007340902
Signal Transduction	RAPGEF1	0.178792158	-0.007340902
Signal Transduction	RASSF1	0.050544874	-0.007340902
Signal Transduction	RB1CC1	0.073071145	-0.007340902
Signal Transduction	RBBP4	0.130261303	-0.007340902
Signal Transduction	RBBP7	0.135923166	-0.007340902
Signal Transduction	RBCK1	0.116290493	-0.007340902
Signal Transduction	RBPJ	0.101608217	-0.007340902
Signal Transduction	RCOR1	0.064174958	-0.007340902
Signal Transduction	RCOR3	0.052576864	-0.007340902
Signal Transduction	RELT	0.053040781	-0.007340902
Signal Transduction	REV3L	0.1372938	-0.007340902
Signal Transduction	RGS10	0.249161253	-0.007340902
Signal Transduction	RHEB	0.106443931	-0.007340902
Signal Transduction	RHOA	0.134460398	-0.007340902
Signal Transduction	RHOG	0.183102289	-0.007340902
Signal Transduction	RIPK1	0.042357493	-0.007340902
Signal Transduction	RMND5A	0.076629804	-0.007340902
Signal Transduction	RNF111	0.062183216	-0.007340902
Signal Transduction	RNF135	0.054049914	-0.007340902
Signal Transduction	RNF187	0.111066193	-0.007340902
Signal Transduction	RNF31	0.014933611	-0.007340902
Signal Transduction	RNF38	0.090575547	-0.007340902
Signal Transduction	RNF4	0.077818351	-0.007340902
Signal Transduction	RNF41	0.052289055	-0.007340902
Signal Transduction	ROCK1	0.105765582	-0.007340902
Signal Transduction	RPS4Y1	0.196509055	-0.007340902
Signal Transduction	RPS6KA1	0.121754612	-0.007340902
Signal Transduction	RPS6KB2	0.085979463	-0.007340902
Signal Transduction	RPTOR	0.053133906	-0.007340902
Signal Transduction	RRAGC	0.077149638	-0.007340902
Signal Transduction	RRAS2	0.125007843	-0.007340902
Signal Transduction	RRM2	0.26195895	-0.007340902
Signal Transduction	RUFY3	0.117655887	-0.007340902
Signal Transduction	S100A10	0.245743753	-0.007340902
Signal Transduction	S100A11	0.180269245	-0.007340902
Signal Transduction	S100A4	0.126321752	-0.007340902
Signal Transduction	S100A6	0.068645843	-0.007340902
Signal Transduction	SCAF8	0.053769423	-0.007340902
Signal Transduction	SCOC	0.075742042	-0.007340902
Signal Transduction	SDHD	0.120928427	-0.007340902
Signal Transduction	SEC24B	0.052930364	-0.007340902
Signal Transduction	SEMA4D	0.05129918	-0.007340902
Signal Transduction	SERPINB9	0.068590448	-0.007340902
Signal Transduction	SETD2	0.081656776	-0.007340902
Signal Transduction	SETX	0.069993128	-0.007340902
Signal Transduction	SGK1	0.08126212	-0.007340902
Signal Transduction	SH3BGRL	0.13496203	-0.007340902
Signal Transduction	SH3KBP1	0.158076926	-0.007340902
Signal Transduction	SHARPIN	0.071278563	-0.007340902
Signal Transduction	SHOC2	0.07439161	-0.007340902
Signal Transduction	SIK3	0.063043668	-0.007340902
Signal Transduction	SIL1	0.08734702	-0.007340902
Signal Transduction	SIN3A	0.075564827	-0.007340902
Signal Transduction	SIRT7	0.056073456	-0.007340902
Signal Transduction	SKAP2	0.078027758	-0.007340902
Signal Transduction	SLC25A3	0.12019254	-0.007340902
Signal Transduction	SLC2A3	0.05129609	-0.007340902
Signal Transduction	SLK	0.067130394	-0.007340902
Signal Transduction	SMAD3	0.082753963	-0.007340902
Signal Transduction	SMAD4	0.073797071	-0.007340902
Signal Transduction	SMARCA5	0.120033765	-0.007340902
Signal Transduction	SOCS1	0.128166394	-0.007340902
Signal Transduction	SOCS3	0.017591709	-0.007340902
Signal Transduction	SON	0.096468463	-0.007340902
Signal Transduction	SOS1	0.068501906	-0.007340902
Signal Transduction	SOS2	0.071553012	-0.007340902
Signal Transduction	SOX4	0.088293009	-0.007340902
Signal Transduction	SP3	0.074518905	-0.007340902
Signal Transduction	SPEN	0.090840818	-0.007340902
Signal Transduction	SPG21	0.117175974	-0.007340902
Signal Transduction	SPTAN1	0.157667184	-0.007340902
Signal Transduction	SPTBN1	0.144302819	-0.007340902
Signal Transduction	SRA1	0.10907262	-0.007340902
Signal Transduction	SRGN	0.203005857	-0.007340902
Signal Transduction	SSRP1	0.174911915	-0.007340902
Signal Transduction	ST6GAL1	0.086675085	-0.007340902
Signal Transduction	STAG1	0.066803971	-0.007340902
Signal Transduction	STIL	0.11087605	-0.007340902
Signal Transduction	STK38	0.068029642	-0.007340902
Signal Transduction	SUCO	0.054532611	-0.007340902
Signal Transduction	SUMO1	0.142525813	-0.007340902
Signal Transduction	SUPT16H	0.102379012	-0.007340902
Signal Transduction	SUZ12	0.138847034	-0.007340902
Signal Transduction	SYNE2	0.090332938	-0.007340902
Signal Transduction	TAB2	0.087892353	-0.007340902
Signal Transduction	TACC3	0.148901542	-0.007340902
Signal Transduction	TANK	0.159096822	-0.007340902
Signal Transduction	TATDN1	0.08326858	-0.007340902
Signal Transduction	TBK1	0.064035553	-0.007340902
Signal Transduction	TCF12	0.09086953	-0.007340902
Signal Transduction	TCF4	0.136892492	-0.007340902
Signal Transduction	TCF7	0.081863684	-0.007340902
Signal Transduction	TCIRG1	0.053125799	-0.007340902
Signal Transduction	TGFBR1	0.08678692	-0.007340902
Signal Transduction	THRAP3	0.127321293	-0.007340902
Signal Transduction	TIAL1	0.076548565	-0.007340902
Signal Transduction	TLE5	0.127838293	-0.007340902
Signal Transduction	TLK2	0.075618193	-0.007340902
Signal Transduction	TMBIM6	0.07376007	-0.007340902
Signal Transduction	TMOD3	0.100688492	-0.007340902
Signal Transduction	TNFAIP3	0.145816529	-0.007340902
Signal Transduction	TNFRSF10B	0.076095898	-0.007340902
Signal Transduction	TNFRSF1B	0.167504718	-0.007340902
Signal Transduction	TNFSF10	-0.010522746	-0.007340902
Signal Transduction	TNKS	0.078884038	-0.007340902
Signal Transduction	TOB1	0.050885021	-0.007340902
Signal Transduction	TOPORS	0.063098674	-0.007340902
